fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2017-03-05,2444,ÁVILA,AVILA,1130,"8,8",Ip,"3,2",00:00,"14,5",14:40,30,"4,2","11,7",15:30,"2,3","894,1",22,"884,5",01
2017-03-05,6302A,ABLA,ALMERIA,885,"12,0","0,0","6,6",03:30,"17,5",12:50,33,"2,2","7,8",01:40,,"916,6",22,"905,9",00
2017-03-05,3196,"MADRID, CUATRO VIENTOS",MADRID,690,"8,9",Ip,"4,8",Varias,"13,0",15:10,24,"5,8","11,9",16:40,"2,3","942,7",23,"934,3",02
2017-03-05,2030,SORIA,SORIA,1082,"4,9","2,2","0,9",02:50,"8,9",21:50,28,"2,5","12,2",23:40,"0,0","896,4",22,"888,3",00
2017-03-05,4560Y,ALAJAR,HUELVA,572,"11,2","2,2","7,2",Varias,"15,2",15:00,35,"1,7","9,7",19:40,,"959,0",23,"950,3",00
2017-03-05,1050J,ELGOIBAR,GIPUZKOA,120,"11,0","1,1","5,7",01:00,"16,3",14:50,20,"1,4","12,8",06:20,,"1004,7",20,"993,5",02
2017-03-05,0149X,MANRESA,BARCELONA,291,"7,7","0,0","0,6",07:00,"14,8",16:00,29,"2,8","12,2",13:20,"9,1","984,1",22,"976,9",00
2017-03-05,8309X,UTIEL,VALENCIA,758,"5,5","0,0","0,7",00:10,"10,3",23:00,28,"4,4","10,8",17:20,"0,3","934,2",22,"926,7",00
2017-03-05,1393,CABO VILAN,A CORUÑA,50,"12,6","2,9","11,6",00:10,"13,5",11:00,21,"8,6","18,1",20:20,,,,,
2017-03-05,1495,VIGO AEROPUERTO,PONTEVEDRA,261,"11,0","12,3","8,7",00:00,"13,3",15:17,20,"3,3","12,5",19:25,,"992,2",Varias,"981,2",00
2017-03-05,1249X,OVIEDO,ASTURIAS,336,"11,5","3,0","8,0",00:00,"15,0",08:40,28,"4,2","17,5",08:00,"0,0","977,1",Varias,"967,1",02
2017-03-05,5582A,LOJA,GRANADA,594,"10,2","0,7","6,1",05:00,"14,2",Varias,99,"1,1","5,6",Varias,,"956,6",22,"947,3",00
2017-03-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,2","0,0","11,7",05:50,"20,8",16:00,30,"4,7","12,5",04:10,"9,0","1024,6",22,"1016,0",00
2017-03-05,C249I,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,"19,2","0,0","16,4",06:22,"22,1",13:39,04,"8,1","16,4",18:49,"6,1","1020,0",Varias,"1016,7",03
2017-03-05,3576X,VALENCIA DE ALCÁNTARA,CACERES,445,"13,0","0,0","8,6",Varias,"17,3",15:20,23,"4,4","10,6",13:50,,"972,8",23,"963,2",00
2017-03-05,2870,SALAMANCA,SALAMANCA,775,"11,2","0,0","6,7",00:20,"15,6",14:50,21,"3,9","11,4",06:00,,"934,9",24,"925,3",01
2017-03-05,9201K,JACA,HUESCA,823,"3,4","7,9","-0,3",00:10,"7,2",14:50,33,"0,6","6,7",15:20,,,,,
2017-03-05,1351,ESTACA DE BARES,A CORUÑA,80,"13,4","2,4","11,2",00:10,"15,5",14:30,26,"11,7","28,3",00:30,"0,5","1004,8",16,"992,7",00
2017-03-05,3266A,PUERTO ALTO DEL LEÓN,MADRID,1532,"2,8","1,8","-1,6",00:10,"7,2",15:10,29,"9,7","20,3",19:40,,"850,7",23,"842,2",01
2017-03-05,1631E,A POBRA DE TRIVES,OURENSE,840,"7,8","8,4","4,4",00:50,"11,2",16:00,24,"2,8","11,9",22:30,"0,0","924,5",24,"914,1",00
2017-03-05,7012C,CARTAGENA,MURCIA,17,"13,8","0,0","10,8",02:20,"16,8",16:10,24,"2,5","8,6",13:40,,,,,
2017-03-05,1057B,MACHICHACO,BIZKAIA,93,,"2,1",,,,,24,"5,8","18,9",07:20,,,,,
2017-03-05,C229J,PÁJARA,LAS PALMAS,15,"19,0","0,0","16,6",02:00,"21,5",14:00,32,"3,3","13,6",16:00,,"1022,4",10,"1018,4",17
2017-03-05,3338,ROBLEDO DE CHAVELA,MADRID,790,"7,7","0,0","3,9",Varias,"11,5",15:00,88,"1,7","8,3",15:30,,"938,2",Varias,"930,1",01
2017-03-05,2374X,CARRIÓN DE LOS CONDES,PALENCIA,830,"7,2","1,0","4,2",03:40,"10,3",14:40,26,"1,4","8,6",22:50,"0,0","924,8",23,"916,2",00
2017-03-05,6332X,CARBONERAS,ALMERIA,16,"15,4","0,0","10,6",06:50,"20,1",13:50,,,,,"9,6","1018,9",22,"1010,6",00
2017-03-05,1484C,PONTEVEDRA,PONTEVEDRA,108,"11,5","5,4","9,2",00:00,"13,8",23:10,18,"1,4","7,2",22:50,"0,0","1008,6",24,"998,0",01
2017-03-05,0252D,ARENYS DE MAR,BARCELONA,74,"11,2","0,0","4,8",01:00,"17,6",16:30,24,"1,7","9,4",12:40,,,,,
2017-03-05,5911A,GRAZALEMA,CADIZ,913,"7,1","4,5","4,0",02:10,"10,2",11:30,22,"2,2","7,5",16:10,,"920,9",22,"912,3",00
2017-03-05,1428,SANTIAGO DE COMPOSTELA AEROPUERTO,A CORUÑA,370,"10,5","8,6","8,1",00:00,"12,9",11:46,24,"4,2","13,3",Varias,"0,0","977,4",Varias,"967,0",00
2017-03-05,0201D,BARCELONA,BARCELONA,6,"15,0","0,0","10,2",05:00,"19,7",14:30,24,"4,2","13,1",14:10,,,,,
2017-03-05,9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513,"8,6","2,0","3,6",00:00,"13,5",14:20,99,"6,9","13,3",Varias,"0,0","958,7",23,"950,8",00
2017-03-05,3365A,TALAVERA DE LA REINA,TOLEDO,372,"9,7","0,0","5,4",02:00,"14,0",17:40,,,,,,"979,9",23,"972,3",Varias
2017-03-05,5298X,ANDÚJAR,JAEN,202,"9,2","0,1","5,9",02:40,"12,5",16:00,99,"0,8","3,6",Varias,,"1001,7",Varias,"993,3",00
2017-03-05,6000A,MELILLA,MELILLA,52,"17,2","0,0","14,9",07:00,"19,4",14:20,25,"5,3","13,9",08:50,"10,0","1019,2",22,"1010,0",00
2017-03-05,5973,CÁDIZ,CADIZ,2,"15,0","0,0","12,0",02:00,"17,9",15:00,22,"3,1","7,2",13:40,,"1026,2",22,"1018,8",00
2017-03-05,2916A,VITIGUDINO,SALAMANCA,769,"9,6","0,2","5,5",02:00,"13,7",16:00,26,"5,8","12,8",14:40,"0,0","933,8",24,"924,2",02
2017-03-05,2150H,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1860,"1,1","24,6","-2,6",00:20,"4,8",17:00,36,"5,0","21,7",20:00,"0,0","823,7",22,"814,0",01
2017-03-05,9771C,LLEIDA,LLEIDA,185,"9,6","0,0","3,1",05:00,"16,0",13:50,26,"3,3","12,8",13:58,"6,3","995,7",22,"988,2",00
2017-03-05,9390,DAROCA,ZARAGOZA,779,"7,0","2,0","1,8",00:00,"12,1",12:00,26,"1,4","7,8",03:10,"0,0","930,6",24,"922,6",00
2017-03-05,2614,ZAMORA,ZAMORA,656,"10,4","0,0","6,5",04:30,"14,3",16:00,99,"1,9","8,9",Varias,"1,3","945,4",24,"935,9",Varias
2017-03-05,1208H,"GIJÓN, PUERTO",ASTURIAS,5,"13,7","4,0","10,2",00:00,"17,2",11:30,,,,,"0,0","1015,8",18,"1005,7",02
2017-03-05,1037Y,ZUMARRAGA,GIPUZKOA,420,"8,2","2,4","3,1",00:10,"13,2",15:10,24,"1,4","8,6",02:20,,"967,9",20,"958,3",03
2017-03-05,4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,381,"10,7","1,4","5,3",00:50,"16,1",16:00,,,,,"1,2","981,7",24,"973,1",01
2017-03-05,8523X,VINARÒS,CASTELLON,111,"13,3","0,0","6,5",05:50,"20,1",13:00,24,"1,9","6,9",16:40,,,,,
2017-03-05,9001D,REINOSA,CANTABRIA,870,"7,2","0,0","3,4",03:00,"10,9",11:50,22,"2,5","15,0",03:00,,"917,1",19,"907,4",03
2017-03-05,8096,CUENCA,CUENCA,948,"5,5",Ip,"1,1",00:00,"9,9",23:50,27,"0,6","6,4",23:50,"0,0","913,9",22,"906,3",00
2017-03-05,6325O,ALMERÍA AEROPUERTO,ALMERIA,21,"14,6","0,0","11,7",06:19,"17,4",13:25,07,"0,8","7,8",03:46,"5,1","1020,6",Varias,"1011,8",00
2017-03-05,1542,PUERTO DE LEITARIEGOS,ASTURIAS,1530,"3,4","13,0","0,9",00:10,"5,9",23:00,29,"5,0","22,2",01:00,"0,0","849,2",24,"839,2",00
2017-03-05,1111X,SANTANDER,CANTABRIA,52,"12,5","1,4","9,4",00:30,"15,6",10:20,24,"4,7","14,4",11:40,"1,0","1011,2",19,"999,9",04
2017-03-05,4642E,"HUELVA, RONDA ESTE",HUELVA,19,"14,4","0,2","9,5",02:10,"19,3",12:06,24,"2,8","8,1",14:58,"2,5","1024,5",24,"1016,5",00
2017-03-05,2422,VALLADOLID,VALLADOLID,735,"9,4","0,6","5,4",03:00,"13,3",14:50,23,"3,1","11,1",11:00,"0,0","936,2",24,"927,0",01
2017-03-05,C139E,LA PALMA AEROPUERTO,STA. CRUZ DE TENERIFE,33,"19,3","0,0","17,3",06:56,"21,3",13:11,03,"6,7","11,7",00:22,"6,4","1020,5",Varias,"1017,2",05
2017-03-05,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,"8,4","1,9","3,4",00:00,"13,5",14:18,99,"6,9","13,3",Varias,"0,0","959,1",Varias,"950,2",01
2017-03-05,4549Y,AYAMONTE,HUELVA,2,"15,0","0,0","10,5",01:00,"19,4",11:10,23,"2,2","7,2",13:30,,"1025,9",23,"1017,8",00
2017-03-05,3130C,SIGÜENZA,GUADALAJARA,1005,,"4,6",,,,,,,,,"0,0",,,,
2017-03-05,2737E,LAGUNAS DE SOMOZA,LEON,1020,"5,0","0,0","-0,6",05:00,"10,5",16:50,35,"3,3","10,0",06:20,,"904,2",24,"894,7",00
2017-03-05,1210X,CABO PEÑAS,ASTURIAS,100,"13,7","0,0","10,1",00:10,"17,3",12:20,28,"6,7","20,8",05:40,,,,,
2017-03-05,B954,"IBIZA, AEROPUERTO",ILLES BALEARS,6,"12,2","0,0","8,3",00:19,"16,2",12:53,99,"4,4","10,8",Varias,"10,5","1019,3",Varias,"1011,2",00
2017-03-05,C439J,GÜÍMAR,STA. CRUZ DE TENERIFE,115,"18,6","0,0","15,7",06:50,"21,6",11:40,06,"7,2","13,9",10:10,,"1010,9",Varias,"1006,3",04
2017-03-05,3469A,CÁCERES,CACERES,394,"12,2",Ip,"7,9",03:40,"16,6",16:50,21,"3,3","13,3",05:15,"0,6","978,8",23,"969,6",01
2017-03-05,8050X,JÁVEA/ XÀBIA,ALICANTE,15,"13,2","0,0","6,7",05:00,"19,8",14:10,31,"1,7","9,7",00:40,"10,1","1020,3",21,"1012,5",00
2017-03-05,6001,TARIFA,CADIZ,32,"16,2","0,0","13,4",02:20,"18,9",16:50,99,"3,9","9,7",Varias,,,,,
2017-03-05,9263D,PAMPLONA AEROPUERTO,NAVARRA,459,"6,6","0,7","2,5",01:25,"10,8",15:45,99,"0,8","7,8",12:24,"0,0","966,1",Varias,"957,9",02
2017-03-05,3044X,CAÑIZARES,CUENCA,940,"5,8","0,5","1,4",,"10,1",23:50,,,,,,"912,8",22,"905,1",01
2017-03-05,3195,"MADRID, RETIRO",MADRID,667,"8,6","0,0","4,8",00:10,"12,4",12:10,25,"1,1","8,3",16:30,,"944,3",24,"937,0",00
2017-03-05,B893,"MENORCA, AEROPUERTO",ILLES BALEARS,91,"12,0","0,0","6,9",05:35,"17,2",14:19,24,"3,9","12,8",14:25,"10,4","1010,2",Varias,"1002,4",00
2017-03-05,9573X,ALCAÑIZ,TERUEL,334,"9,4","0,0","3,5",00:20,"15,3",15:00,26,"1,4","10,8",15:00,,,,,
2017-03-05,8416,VALENCIA,VALENCIA,11,"13,6","0,0","8,0",,"19,3",,,,,,"6,0",,,,
2017-03-05,7119B,CARAVACA DE LA CRUZ,MURCIA,643,"10,4","0,0","1,8",04:50,"19,1",15:00,30,"2,8","10,0",16:00,"6,3","949,1",23,"940,9",00
2017-03-05,0255B,SANTA SUSANNA,BARCELONA,40,"9,8","0,0","2,6",00:50,"17,0",14:30,22,"0,6","9,4",12:10,,,,,
2017-03-05,5612B,LA RODA DE ANDALUCÍA,SEVILLA,410,"9,7",,"5,7",03:50,"13,7",15:00,35,"1,1","6,4",15:10,,"977,3",Varias,"968,6",00
2017-03-06,4358X,DON BENITO,BADAJOZ,273,"15,3","0,2","10,9",06:20,"19,7",16:00,27,"2,8","9,2",15:30,"6,0","996,0",23,"992,7",04
2017-03-06,4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,485,"14,0","0,0","8,4",06:40,"19,7",14:10,23,"2,5","6,9",16:10,,,,,
2017-03-06,C447A,TENERIFE NORTE AEROPUERTO,STA. CRUZ DE TENERIFE,632,"14,4","0,0","11,0",22:37,"17,8",15:01,99,"4,7","9,2",Varias,"5,1","953,8",Varias,"951,0",17
2017-03-06,9698U,TALARN,LLEIDA,807,"12,7","0,0","5,2",02:50,"20,2",13:40,31,"4,7","19,2",14:10,"6,8","926,9",24,"922,8",07
2017-03-06,4410X,MÉRIDA,BADAJOZ,228,"15,0","0,0","9,9",07:20,"20,0",13:00,25,"2,8","8,9",13:30,,,,,
2017-03-06,1331A,CASTROPOL,ASTURIAS,40,"13,0","0,0","9,0",22:00,"17,0",11:50,20,"1,7","11,9",00:20,,,,,
2017-03-06,1690A,OURENSE,OURENSE,143,"15,0","0,4","9,3",23:59,"20,8",15:50,99,"1,7","5,8",Varias,"6,9","1012,3",24,"1003,1",04
2017-03-06,0002I,VANDELLÒS  ,TARRAGONA,32,"16,6","0,0","11,5",05:50,"21,8",15:10,35,"4,7","27,5",15:20,,,,,
2017-03-06,8489X,VILLAFRANCA DEL CID/VILLAFRANCA,CASTELLON,1131,"11,8","0,0","7,6",22:00,"16,1",12:40,31,"10,0","21,9",15:10,"9,8","894,1",22,"889,2",05
2017-03-06,8025,ALICANTE/ALACANT,ALICANTE,81,"19,5","0,0","15,3",01:00,"23,7",14:40,31,"3,3","15,0",10:30,"7,1","1014,1",24,"1009,8",14
2017-03-06,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,35,"19,6","0,0","17,4",06:20,"21,8",14:40,09,"3,6","10,3",15:20,"7,8","1021,1",10,"1017,8",17
2017-03-06,9784P,BIELSA,HUESCA,990,"8,6","1,8","1,2",03:20,"16,0",13:50,31,"4,7","19,2",21:20,,"908,1",24,"903,5",03
2017-03-06,2331,BURGOS AEROPUERTO,BURGOS,891,"9,6","0,0","1,6",Varias,"17,5",14:50,23,"5,3","14,2",08:30,"5,0","923,7",24,"916,3",01
2017-03-06,9434,ZARAGOZA AEROPUERTO,ZARAGOZA,249,"15,0","0,0","8,8",05:10,"21,2",14:50,31,"5,0","15,0",14:20,"9,9","994,9",24,"987,1",05
2017-03-06,1109,SANTANDER AEROPUERTO,CANTABRIA,3,"13,5","0,0","11,5",01:00,"15,5",08:15,30,"6,7","20,3",Varias,"0,5","1028,5",Varias,"1014,5",01
2017-03-06,1212E,ASTURIAS AEROPUERTO,ASTURIAS,127,"13,5","0,0","10,0",20:45,"17,0",03:22,30,"5,6","20,0",07:40,"5,9","1013,3",Varias,"1000,0",01
2017-03-06,9394X,CALATAYUD,ZARAGOZA,600,"12,4","0,2","6,2",23:59,"18,7",16:00,30,"5,0","17,5",11:50,,"956,8",23,"951,2",03
2017-03-06,3094B,TARANCÓN,CUENCA,808,"12,7","0,0","8,5",08:00,"16,9",16:40,28,"4,7","12,5",00:30,"7,1","931,6",22,"927,6",04
2017-03-06,1059X,PUNTA GALEA,BIZKAIA,90,"13,5","0,0","10,9",22:20,"16,1",05:50,30,"6,4","20,0",09:40,,"1018,5",21,"1004,8",02
2017-03-06,1207U,"GIJÓN, CAMPUS",ASTURIAS,26,"13,7","0,0","9,7",22:20,"17,7",03:00,30,"2,8","14,4",08:30,"6,8","1025,4",24,"1011,5",01
2017-03-06,6367B,HUERCAL OVERA,ALMERIA,300,"18,1","0,0","12,5",04:00,"23,7",15:40,32,"2,2","11,1",14:50,,"990,9",23,"985,7",16
2017-03-06,7228,"ALCANTARILLA, BASE AÉREA",MURCIA,75,"17,2","0,0","9,3",02:05,"25,0",15:30,34,"4,4","12,8",13:43,"6,3","1016,4",24,"1012,3",15
2017-03-06,7002Y,ÁGUILAS,MURCIA,26,"16,0","0,0","11,3",05:30,"20,7",17:00,35,"1,4","11,9",22:10,"5,2","1021,0",23,"1017,7",14
2017-03-06,C649I,GRAN CANARIA AEROPUERTO,LAS PALMAS,32,"19,7","0,0","17,5",Varias,"21,9",14:40,01,"8,6","15,3",16:28,,"1019,5",Varias,"1016,0",18
2017-03-06,3191E,COLMENAR VIEJO,MADRID,1004,"11,6","0,0","7,0",01:40,"16,1",14:20,27,"1,9","11,4",03:00,"8,9","911,4",24,"906,5",00
2017-03-06,0016A,REUS AEROPUERTO,TARRAGONA,71,"17,6","0,0","12,5",01:59,"22,7",14:38,30,"12,8","30,0",13:02,"10,4","1010,0",Varias,"1003,9",13
2017-03-06,8058X,OLIVA,VALENCIA,5,"19,8","0,0","15,1",21:00,"24,6",15:00,27,"3,9","12,8",11:30,,,,,
2017-03-06,0367,GIRONA AEROPUERTO,GIRONA,143,"14,4","0,0","4,0",06:04,"24,7",15:55,30,"0,8","8,3",Varias,"8,7","1001,6",Varias,"997,3",13
2017-03-06,7247X,PINOSO ,ALICANTE,575,"15,0","0,0","10,7",23:59,"19,3",14:50,28,"4,2","15,8",07:50,,,,,
2017-03-06,3200,GETAFE,MADRID,620,"14,2","0,0","9,2",07:00,"19,2",16:00,24,"5,3","12,8",Varias,"7,1","954,3",Varias,"950,0",03
2017-03-06,4103X,TOMELLOSO,CIUDAD REAL,662,"13,8","0,0","9,6",02:00,"18,1",15:30,27,"3,3","10,0",13:50,"7,8","950,3",24,"946,4",Varias
2017-03-06,3175,TORREJÓN DE ARDOZ,MADRID,607,"14,2","0,0","8,4",07:20,"19,9",15:40,34,"2,5","12,8",16:20,"8,0","954,6",22,"950,1",01
2017-03-06,3129,MADRID AEROPUERTO,MADRID,609,"14,5","0,0","9,6",06:53,"19,4",15:16,99,"4,7","13,3",Varias,"9,3","958,1",Varias,"953,4",03
2017-03-06,4067,MADRIDEJOS,TOLEDO,690,"13,2","0,0","8,0",07:00,"18,4",14:40,29,"4,2","13,9",14:20,"10,0","946,0",24,"942,0",Varias
2017-03-06,C689E,MASPALOMAS,LAS PALMAS,6,"19,6",,"15,6",07:00,"23,7",13:30,07,"1,7","6,7",13:30,,,,,
2017-03-06,1014A,SAN SEBASTIÁN AEROPUERTO,GIPUZKOA,4,"13,4","1,5","11,0",00:00,"15,8",02:54,22,"4,7","18,6",10:29,"0,0","1027,3",Varias,"1013,7",03
2017-03-06,7031X,SAN JAVIER AEROPUERTO,MURCIA,4,"18,4","0,0","10,9",04:07,"25,9",14:19,99,"6,4","12,8",Varias,"8,0","1024,0",Varias,"1020,0",15
2017-03-06,7209,LORCA,MURCIA,312,"15,6","0,0","8,3",05:30,"22,9",15:40,30,"1,1","8,3",16:10,,,,,
2017-03-06,3519X,PLASENCIA,CACERES,415,"14,8","0,0","10,2",07:00,"19,5",15:20,25,"1,7","7,2",14:10,,,,,
2017-03-06,2755X,BENAVENTE,ZAMORA,715,"14,2","0,0","8,6",23:59,"19,8",15:00,22,"2,8","10,8",00:20,"8,7","944,3",24,"937,0",04
2017-03-06,8175,ALBACETE BASE AÉREA,ALBACETE,702,"13,0","0,0","8,8",02:40,"17,2",14:50,30,"6,4","15,0",13:19,"7,3","944,5",24,"940,6",06
2017-03-06,9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626,"12,9","0,0","8,0",06:30,"17,8",12:50,01,"2,8","12,8",13:20,,,,,
2017-03-06,6277B,ADRA,ALMERIA,8,"17,4",,"12,5",05:50,"22,4",14:20,88,"1,1","5,3",19:00,,"1025,9",22,"1019,6",14
2017-03-06,9170,LOGROÑO AEROPUERTO,LA RIOJA,353,"14,0","0,0","7,7",Varias,"20,3",14:28,28,"4,2","17,5",10:40,"9,3","983,9",Varias,"974,8",03
2017-03-06,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,,,,,,,01,"0,8","5,0",04:40,,"1017,1",Varias,"1014,1",18
2017-03-06,9111,BELORADO,BURGOS,820,"10,6","0,0","4,8",21:00,"16,5",14:10,25,"2,8","17,2",04:40,,,,,
2017-03-06,7031,SAN JAVIER AEROPUERTO,MURCIA,4,"18,0","0,0","11,0",,"25,0",,,,,,,,,,
2017-03-06,5181D,ARROYO DEL OJANCO,JAEN,580,"13,6","0,0","10,3",01:00,"17,0",14:10,24,"2,5","7,2",11:20,,"953,2",22,"949,2",Varias
2017-03-06,B691Y,SA POBLA,ILLES BALEARS,40,"17,0","0,0","9,9",05:40,"24,2",15:00,30,"2,8","18,9",20:10,"9,0","1015,6",00,"1011,7",15
2017-03-06,1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,40,"12,9","0,1","11,3",00:20,"14,5",05:30,29,"5,8","18,6",09:40,,"1023,8",24,"1010,0",00
2017-03-06,3260B,TOLEDO,TOLEDO,515,"14,9","0,0","10,5",07:00,"19,3",15:40,30,"4,4","11,4",13:20,"9,8","966,6",23,"962,4",01
2017-03-06,1249I,OVIEDO,ASTURIAS,336,"13,4","0,0","9,3",23:59,"17,4",15:30,24,"3,6","15,0",05:05,"8,3","987,5",24,"975,9",00
2017-03-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"13,7","0,0","8,6",05:00,"18,8",13:50,,,,,,,,,
2017-03-06,1283U,CABO BUSTO,ASTURIAS,60,"14,0","0,0","11,4",20:30,"16,6",02:20,26,"5,6","24,7",01:00,"8,4","1020,9",23,"1006,7",01
2017-03-06,C430E,IZAÑA,STA. CRUZ DE TENERIFE,2371,"9,5","0,0","5,0",Varias,"14,0",16:50,12,"7,5","17,8",04:40,"7,8","775,2",Varias,"771,5",05
2017-03-06,1083L,CASTRO URDIALES,CANTABRIA,45,"13,9","0,0","11,0",22:20,"16,8",05:40,28,"6,1","20,8",09:30,,,,,
2017-03-06,2117D,ARANDA DE DUERO,BURGOS,790,"10,8","0,0","4,4",23:59,"17,3",16:00,26,"4,2","13,9",09:20,"2,9","935,4",23,"929,4",03
2017-03-06,5514,GRANADA BASE AÉREA,GRANADA,687,"12,2","0,0","5,8",05:30,"18,6",13:50,,"2,5",,,"9,5","947,0",24,"944,6",17
2017-03-06,B248,"SIERRA DE ALFABIA, BUNYOLA",ILLES BALEARS,1030,"10,8","0,0","6,5",04:00,"15,0",12:00,33,"10,8","33,6",22:30,,,,,
2017-03-06,2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",SALAMANCA,1960,"2,5","0,0","0,7",04:00,"4,3",15:00,,,,,,"812,9",Varias,"807,4",00
2017-03-06,2661B,LEÓN AEROPUERTO,LEON,912,"11,2","0,0","4,9",23:06,"17,6",15:50,22,"7,5","16,4",15:19,"10,7","921,8",Varias,"913,8",02
2017-03-06,5860E,"MOGUER, EL ARENOSILLO",HUELVA,41,"16,6","0,0","11,7",06:50,"21,6",14:20,34,"2,5","9,2",14:30,,,,,
2017-03-06,2465,SEGOVIA,SEGOVIA,1005,"10,6","0,0","6,6",23:40,"14,6",14:10,28,"4,7","11,1",11:10,"5,2","912,7",24,"907,5",03
2017-03-06,B228,"PALMA DE MALLORCA, PUERTO",ILLES BALEARS,3,"17,1","0,0","11,2",Varias,"23,0",13:30,31,"3,1","19,2",22:40,"7,7","1018,7",00,"1015,9",18
2017-03-06,B013X,"ESCORCA, LLUC",ILLES BALEARS,490,"11,6","0,0","4,3",05:30,"19,0",12:30,17,"1,4","15,0",23:00,,,,,
2017-03-06,4090Y,SAN CLEMENTE,CUENCA,728,"12,4","0,0","7,8",23:40,"17,0",15:40,,"5,3",,,,"941,8",24,"937,8",03
2017-03-06,0324A,RIPOLL,GIRONA,675,"10,4","0,0","0,9",03:50,"19,8",15:10,,,,,,,,,
2017-03-06,5995B,VEJER DE LA FRONTERA,CADIZ,186,"15,4","0,0","11,7",06:50,"19,0",14:30,28,"2,5","8,6",15:20,,,,,
2017-03-06,1473A,PADRÓN,A CORUÑA,100,"14,4","1,1","10,6",21:00,"18,3",14:00,27,"2,2","13,9",01:40,,,,,
2017-03-06,2811A,NAVARREDONDA DE GREDOS,AVILA,1525,"7,2","0,8","2,3",23:59,"12,2",13:30,19,"1,4","9,7",11:20,,,,,
2017-03-06,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,"12,3","2,7","9,6",00:20,"15,0",03:20,35,"7,2","20,6",10:40,"0,0","996,6",23,"984,6",03
2017-03-06,9619,LA SEU D'URGELL,LLEIDA,677,"10,0","0,0","0,9",06:40,"19,1",14:00,,,,,,,,,
2017-03-06,1111,SANTANDER,CANTABRIA,52,"13,1","0,0","10,8",Varias,"15,4",04:30,31,"7,8","19,7",08:12,"2,8","1021,2",24,"1007,9",04
2017-03-06,2503X,OLMEDO,VALLADOLID,740,"12,5","0,0","7,4",23:40,"17,6",15:30,27,"3,3","16,7",09:40,,"935,2",24,"928,9",01
2017-03-06,1082,BILBAO AEROPUERTO,BIZKAIA,42,"13,2","0,0","9,8",23:35,"16,5",04:32,31,"5,3","18,1",08:33,"0,0","1024,2",Varias,"1010,4",02
2017-03-06,B569X,CAPDEPERA,ILLES BALEARS,66,"18,5",,"12,3",05:20,"24,7",14:20,88,"5,3","21,1",20:30,,,,,
2017-03-06,7145D,CIEZA,MURCIA,265,"15,5","0,0","8,6",04:50,"22,4",14:00,32,"3,9","11,7",16:20,,,,,
2017-03-06,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,"15,7","0,0","10,6",23:52,"20,8",15:54,23,"0,8","5,0",12:28,"5,0","1017,4",Varias,"1014,4",04
2017-03-06,1387E,A CORUÑA AEROPUERTO,A CORUÑA,98,"12,2",Ip,"9,3",21:46,"15,0",13:03,27,"2,5","12,8",02:15,,"1017,7",Varias,"1006,8",00
2017-03-06,5641X,ÉCIJA,SEVILLA,130,"14,8","0,0","10,6",23:59,"19,1",14:50,29,"0,8","5,8",01:50,,"1013,2",09,"1010,4",03
2017-03-06,4148,VISO DEL MARQUÉS,CIUDAD REAL,778,"11,6","0,0","7,9",23:40,"15,4",15:00,99,"3,1","7,5",Varias,,"936,3",22,"932,7",Varias
2017-03-06,1002Y,"BAZTAN, IRURITA ",NAVARRA,183,"12,0","1,7","8,1",00:10,"15,8",12:20,32,"1,7","13,9",12:50,,,,,
2017-03-06,6058I,ESTEPONA,MALAGA,11,"16,6","0,0","12,0",07:00,"21,3",12:30,10,"1,1","6,7",13:40,"10,6","1025,1",10,"1022,4",Varias
2017-03-06,9898,HUESCA AEROPUERTO,HUESCA,546,"12,5",Ip,"7,7",23:40,"17,3",13:40,28,"3,6","16,4",11:40,"9,5","957,5",24,"952,4",05
2017-03-06,9569A,CALANDA,TERUEL,466,"13,8","0,0","7,8",04:00,"19,9",13:50,30,"5,6","18,3",13:20,,"970,5",24,"963,8",04
2017-03-06,1505,LUGO AEROPUERTO,LUGO,445,"12,7","0,2","8,0",22:40,"17,4",15:20,24,"2,2","10,3",00:50,"7,3","977,2",Varias,"966,9",01
2017-03-06,2661,"LEÓN, VIRGEN DEL CAMINO",LEON,916,"11,5","0,0","6,0",,"17,0",,,,,,,,,,
